Date,Open,High,Low,Close,Volume
2013-07-22,141.01078365004696,141.28546528511606,140.67783044047852,141.085693359375,79428600
2013-07-23,141.3354658010355,141.3604357148705,140.71119255341685,140.78610229492188,80829700
2013-07-24,141.3270668067482,141.38533837856073,139.98696036458225,140.2699737548828,112914000
2013-07-25,140.02029566706568,140.7361293304913,139.78723472556604,140.61126708984375,111088600
2013-07-26,140.02028960036404,140.80271388472764,139.43763727185973,140.76109313964844,107814600
2013-07-29,140.40318731776628,140.71948977840097,139.92874632768402,140.32827758789062,79695000
2013-07-30,140.75279145892554,140.90261091867686,139.99533698786342,140.32827758789062,85209600
2013-07-31,140.61958654014984,141.3770408840979,140.2450252527597,140.4281463623047,142388700
2013-08-01,141.49358707232582,142.17611907396847,141.41866464582571,142.05126953125,110438400
2013-08-02,141.73499625930583,142.30932967575356,141.5435560207805,142.2926788330078,91116700
2013-08-05,141.97636550124417,142.30098702620393,141.79324436399818,142.08456420898438,54072700
2013-08-06,141.80990381391513,142.11788724604057,140.96090136004662,141.27719116210938,87495000
2013-08-07,140.8277134851607,141.02747278227108,140.29500085808155,140.8193817138672,84854700
2013-08-08,141.48526868418236,141.65173899050842,140.61128369988285,141.33544921875,102181300
2013-08-09,141.15235424538014,141.58518728278418,140.43652036465804,140.9276123046875,91757700
2013-08-12,140.22006155622333,140.92756341909708,140.15347090427022,140.76109313964844,68593300
2013-08-13,141.01082157099853,141.4186718987088,140.17845737453558,141.1772918701172,80806000
2013-08-14,141.1106870608882,141.3354289276415,140.41982332299366,140.453125,79829200
2013-08-15,139.34607299578659,139.36271113267986,138.24734631917286,138.48873901367188,152931800
2013-08-16,138.2223697373995,138.6968233341689,137.75624790954222,138.0309295654297,130868200
2013-08-19,137.87278856460932,138.34724219647285,137.14030409472943,137.1486358642578,96437600
2013-08-20,137.37336174470565,138.33890712269087,137.22354230719134,137.82284545898438,89294400
2013-08-21,137.4399683408282,138.197422787345,136.665875755458,136.97384643554688,159530500
2013-08-22,137.2568361793601,138.4221535498119,137.24851711060177,138.22238159179688,101471400
2013-08-23,138.6302939526502,138.86335496957642,137.9810507339453,138.6885528564453,90888900
2013-08-26,138.83000162093626,139.25451543734337,138.08087901683967,138.1724395751953,89702100
2013-08-27,136.80737681192878,138.172453555892,135.85016308752188,135.95004272460938,158619400
2013-08-28,135.8917712151889,136.915588299412,135.71698185018357,136.4328155517578,108113000
2013-08-29,136.13313880830873,137.373353076816,136.0082765840574,136.64920043945312,119200500
2013-08-30,136.9322338869975,136.94888472771737,135.81686887529827,136.21640014648438,134928900
2013-09-03,137.53151923452523,137.82285175526945,136.25800315400284,136.83233642578125,142375100
2013-09-04,136.86558330158505,138.19737055694029,136.6158843044624,137.9643096923828,97389400
2013-09-05,138.04756909420956,138.50535911565484,137.94767678151769,138.13912963867188,63090500
2013-09-06,138.5969005032949,138.98811253002728,136.90720289883987,138.2056884765625,159756500
2013-09-09,138.54699387792988,139.61241884813367,138.54699387792988,139.52919006347656,87559300
2013-09-10,140.3698696436153,140.5862797193073,140.05356724763934,140.56130981445312,105847200
2013-09-11,140.36986459669882,141.00245666503906,140.1284846248313,141.00245666503906,94545900
2013-09-12,140.95252063091314,141.13564173207408,140.43645900084164,140.62789916992188,83209000
2013-09-13,140.77768262513246,141.05236418190364,140.4530612763779,140.94415283203125,72727800
2013-09-16,142.46743273019533,142.53402337777777,141.53517636490824,141.75991821289062,106299200
2013-09-17,141.88478974079186,142.42582132417252,141.88478974079186,142.3925323486328,82523300
2013-09-18,142.34258891565403,144.43183106359385,141.98467842707714,144.04061889648438,203460600
2013-09-19,144.4318450570246,144.49843571967247,143.65773971700423,143.7992401123047,146616900
2013-09-20,144.14050804520937,144.14050804520937,142.67677052766203,142.7938690185547,132867100
2013-09-23,142.60144795147133,142.73526563716456,141.6813795717265,142.13304138183594,104616500
2013-09-24,142.10796420773943,142.63491367538901,141.53084427028432,141.79849243164062,106333100
2013-09-25,141.8904685826319,142.174848680918,141.263152785533,141.38861083984375,117306500
2013-09-26,141.62284025934724,142.33379060435942,141.3970029672731,141.93231201171875,77146900
2013-09-27,141.22142787905673,141.47235692582433,140.91195595361953,141.2799835205078,99141800
2013-09-30,140.0838735158319,140.97047829080873,139.80785288088595,140.5271759033203,143937000
2013-10-01,140.63592979356704,141.7734637001384,140.49373965059326,141.63963317871094,127160000
2013-10-02,140.81154928416876,141.63959831074752,140.37660657799157,141.50576782226562,113350000
2013-10-03,141.17953907855846,141.30500992541823,139.54852017158603,140.200927734375,176698000
2013-10-04,140.3097093520955,141.40541949634732,140.12569559749662,141.2632293701172,96878000
2013-10-07,140.03364782816826,140.89516071731518,139.89145774345985,140.04200744628906,96295000
2013-10-08,140.01692287493387,140.2009365850576,138.3106290097951,138.41099548339844,178015000
2013-10-09,138.67868005419078,139.01324353171296,137.61642123075103,138.5113983154297,168973000
2013-10-10,139.92488442990705,141.57263506770036,139.87470120443496,141.4973602294922,195955000
2013-10-11,141.279927020056,142.45928413427,141.16282854676516,142.40908813476562,105040000
2013-10-14,141.53085421726522,143.09495796891392,141.4221153638475,142.9778594970703,112106000
2013-10-15,142.61815762044915,143.1534666156425,141.74828528929996,141.94065856933594,155485000
2013-10-16,142.79384554756246,143.99829426321384,142.72693031194004,143.9230194091797,161676000
2013-10-17,143.33751839756388,144.96855019172176,143.31242677883313,144.88490295410156,129389000
2013-10-18,145.42017743861632,145.96384606526388,145.12742493948392,145.8634796142578,138316000
2013-10-21,145.91369556646643,146.1646245130355,145.5456681465353,145.8718719482422,104104000
2013-10-22,146.29849455247142,147.1516353336501,145.89700302426752,146.71670532226562,126663000
2013-10-23,146.21480154202735,146.28171677578987,145.50385111350522,146.01406860351562,105484000
2013-10-24,146.30680271252743,146.683189720399,145.96386693885043,146.49917602539062,70350000
2013-10-25,146.80032274307104,147.2101738443971,146.51594251575662,147.16835021972656,93625000
2013-10-28,147.1181162087082,147.60324200937032,146.95919414746683,147.40249633789062,84979000
2013-10-29,147.73710457394247,148.24732209911022,147.52799924006678,148.1887664794922,87401000
2013-10-30,148.36443732984884,148.47316343705407,146.92579144930065,147.45272827148438,140002000
2013-10-31,147.33559702162435,147.95455333676725,146.81701993444608,147.03448486328125,133795000
2013-11-01,147.22688113325188,147.72036663830403,146.5577415391801,147.38580322265625,142805000
2013-11-04,147.78728994958138,147.96293128542243,147.19342517716316,147.90438842773438,85677000
2013-11-05,147.32725052439355,147.83746803916992,146.8504970095107,147.4359893798828,85825000
2013-11-06,148.07166800303287,148.46478705174133,147.6618169540369,148.1887664794922,87348000
2013-11-07,148.46479461475417,148.58189309717864,146.17299544412936,146.315185546875,157000000
2013-11-08,146.2650156643771,148.30588605540237,146.24829642448765,148.28915405273438,136713000
2013-11-11,148.14692978061217,148.4898655609577,147.9712884628185,148.31422424316406,62614000
2013-11-12,147.99646684391945,148.3477624482326,147.51970031913393,148.01319885253906,83990000
2013-11-13,147.28542424973767,149.2426470365888,147.28542424973767,149.20083618164062,103844000
2013-11-14,149.33459393416686,150.0706484697144,149.0920374691911,149.9451904296875,103435000
2013-11-15,150.1878204393847,150.65621436854548,149.9954470962174,150.59767150878906,102818000
2013-11-18,150.8485570041705,150.97401506947887,149.7361153615994,150.0706787109375,104796000
2013-11-19,149.99540521399527,150.44706701592082,149.48518780588603,149.74447631835938,93891000
2013-11-20,150.04561383892352,150.4972757173023,148.8662567637457,149.27610778808594,124909000
2013-11-21,149.69432223264675,150.5976587751234,149.6023153784285,150.48056030273438,92841000
2013-11-22,150.53912136131433,151.25008466286206,150.3634800128797,151.2333526611328,81296000
2013-11-25,151.50100486903395,151.53445610777848,150.86531646789376,151.08279418945312,79486000
2013-11-26,151.15805201044495,151.5762626428858,150.8987634603757,151.1245880126953,86994000
2013-11-27,151.2835094307915,151.59299397612622,151.09949573230344,151.49261474609375,58800000
2013-11-29,151.659903351022,152.0195583533187,151.22496073841484,151.39224243164062,55870900
2013-12-02,151.46753942242995,151.75191961876524,150.76494855050376,150.9991455078125,99726000
2013-12-03,150.50564754951708,150.8820345739229,149.86159958869544,150.3467254638672,116563000
2013-12-04,149.80303466206306,150.95728718264303,149.1757187928966,150.32997131347656,123033000
2013-12-05,150.06235427665771,150.33837484782353,149.527045134548,149.6692352294922,106934000
2013-12-06,151.11623420941794,151.48426162217123,150.68129156136618,151.34207153320312,127728000
2013-12-09,151.78537751777563,151.9526592287314,151.52608895137772,151.72682189941406,70124000
2013-12-10,151.37552457215602,151.69336875291467,151.09114439083316,151.1831512451172,80976000
2013-12-11,151.24170405060596,151.26679566832811,149.3012005282519,149.48521423339844,130591000
2013-12-12,149.4182847007735,149.60229838831185,148.68222995062013,148.99171447753906,115565000
2013-12-13,149.3011793327923,149.43500978349536,148.6905954502742,148.9749755859375,107808000
2013-12-16,149.67762026996772,150.39694324836023,149.63579664369792,149.90345764160156,96195000
2013-12-17,150.0372477018314,150.0623393182747,149.0920876065489,149.42665100097656,89886000
2013-12-18,149.65253246630039,152.00287482697152,148.31426573096243,151.977783203125,234906000
2013-12-19,151.54285313493455,151.97779592264126,151.14974674084567,151.80215454101562,136531200
2013-12-20,151.95342576036015,153.04667892624894,151.85251442666822,152.68505859375,197087000
2013-12-23,153.4335759653154,153.59336086262823,153.11401900275666,153.5008544921875,85598000
2013-12-24,153.50924447192088,153.90449775856874,153.5008394689096,153.83721923828125,45368800
2013-12-26,154.18200454073593,154.70340982334508,154.16519453605454,154.6193084716797,63365000
2013-12-27,154.82117198155868,154.88843767656354,154.45114649869717,154.61093139648438,61814000
2013-12-30,154.62774647090282,154.7538985253212,154.38387303033502,154.58570861816406,56857000
2013-12-31,154.79594449022326,155.3173370361328,154.67819744352937,155.3173370361328,86119900
2014-01-02,154.72024491540625,154.7959412770049,153.45880142827409,153.82882690429688,119636900
2014-01-03,154.08951295895739,154.40067772429836,153.58494329678686,153.8035888671875,81390600
2014-01-06,154.30814040067506,154.36700107502202,153.12238075957924,153.35784912109375,108028200
2014-01-07,153.97179935440835,154.56047045506497,153.85406513427702,154.29977416992188,86144200
2014-01-08,154.2745310207565,154.59410080029724,153.8035941869489,154.33340454101562,96582300
2014-01-09,154.8296101004953,154.84643294387809,153.7279512522129,154.43435668945312,90683400
2014-01-10,154.69501247319752,154.92207588710946,153.90450585829885,154.85479736328125,102026400
2014-01-13,154.4595198343822,154.88840592045705,152.50007644337776,152.79441833496094,149892000
2014-01-14,153.29900168935865,154.5436350485648,153.01307760632434,154.45953369140625,105016100
2014-01-15,154.82113174639733,155.5275368489693,154.49315703219864,155.2920684814453,98525800
2014-01-16,154.97255203065734,155.2921218530128,154.59412151222315,155.0902862548828,72290600
2014-01-17,154.82120509483877,155.115534277654,154.1652553556772,154.43435668945312,107848700
2014-01-21,155.32571641436815,155.38458992800213,153.93813391146972,154.88841247558594,88621200
2014-01-22,155.14914952463627,155.21642805289784,154.6613898187903,154.98936462402344,61270900
2014-01-23,154.2072420616158,154.2324699022864,152.90376085341632,153.719482421875,132496900
2014-01-24,152.71874099643938,152.76919667542253,150.38927210421997,150.43972778320312,208677100
2014-01-27,150.58273543594308,150.96958381211573,148.95126621689673,149.69972229003906,180843100
2014-01-28,149.80903905475733,150.78455850303405,149.79221621404423,150.5911407470703,110463200
2014-01-29,149.33810159310548,150.1538361316185,148.74943049110317,149.14468383789062,216597300
2014-01-30,150.3892367861441,151.21337595747573,149.9098822842482,150.72561645507812,118938100
2014-01-31,148.85877252522343,150.7761660633156,148.7830889773679,149.8426971435547,194677900
2014-02-03,149.66610393687938,150.00248381930186,146.18451954231983,146.47044372558594,254837100
2014-02-04,147.126297303811,147.8747529602027,146.41989231325147,147.49632263183594,165012400
2014-02-05,146.9833808270523,147.63933035458834,146.08355789345924,147.3113555908203,164230500
2014-02-06,147.65615933746506,149.2539825439453,147.35341240199799,149.2539825439453,132877600
2014-02-07,149.9519509632493,151.26384979456506,149.46419140226152,151.10406494140625,170787200
2014-02-10,151.12088035134673,151.4320450408643,150.70881715246063,151.38157653808594,92218800
2014-02-11,151.5077701154283,153.42516312106474,151.40684591424417,153.03831481933594,117814100
2014-02-12,153.26538072801694,153.7531404068073,152.81126672752464,153.114013671875,94717700
2014-02-13,152.079608714554,154.06428011831676,152.07120371168028,153.9044952392578,100542200
2014-02-14,153.7615032899495,155.03976924172093,153.6185412765109,154.75384521484375,96498400
2014-02-18,154.8884505438361,155.14915966992277,154.44274149301683,154.9389190673828,80460900
2014-02-19,154.5352525984285,155.53599995026096,153.78679654377484,153.91294860839844,126524300
2014-02-20,154.12318192238283,155.17438491748163,153.55973865685803,154.82118225097656,104998100
2014-02-21,155.11546800695967,155.48549341087488,154.56884773521668,154.64453125,118116400
2014-02-24,154.97252426460273,156.54511958472807,154.90524574394686,155.50233459472656,114063900
2014-02-25,155.62855530114425,156.07426450584273,154.9305547198817,155.44354248046875,117085000
2014-02-26,155.67056518091195,156.0826414156431,155.01461547309924,155.45191955566406,98677200
2014-02-27,155.224826008763,156.3096617515631,155.04821827608706,156.2676239013672,93880800
2014-02-28,156.24234548117417,157.38605446925675,155.62004172946536,156.66282653808594,150842000
2014-03-03,155.28363820876902,155.95641041868694,154.52677749265047,155.5611572265625,167748500
2014-03-04,157.08329818917818,158.08404509783577,157.04966535274704,157.74766540527344,167545900
2014-03-05,157.8822810309437,158.15980015476836,157.63839475603677,157.89068603515625,88376900
2014-03-06,158.27751423313111,158.61389400777412,157.9158937849273,158.2522735595703,82516500
2014-03-07,158.9082334048994,158.9082334048994,157.62154934881184,158.31954956054688,114513500
2014-03-10,158.07570398183665,158.29434958715984,157.32724795614936,158.23548889160156,74939200
2014-03-11,158.4709545355671,158.69801797343172,157.0917767317664,157.45338439941406,99009100
2014-03-12,156.68809054095172,157.55428062061773,156.3348751083292,157.4954071044922,104824400
2014-03-13,157.96630163663733,158.09245363797976,155.2920485913958,155.72933959960938,155014300
2014-03-14,155.45185333770738,156.25076478695402,155.10705578809595,155.2920684814453,153919600
2014-03-17,156.0741707825469,157.06651284590674,156.0068922670594,156.6964874267578,98359500
2014-03-18,157.01607556967537,158.0252277561317,156.84787284521076,157.8149871826172,101804600
2014-03-19,157.831771182951,158.05042955589943,155.97325200527428,156.9739990234375,176267300
2014-03-20,156.62924247162638,158.00842025446968,156.3517233478017,157.89068603515625,117241000
2014-03-21,158.55377111410013,159.6602920540408,157.13471201229223,157.27830505371094,163128000
2014-03-24,157.81890802012623,158.01319234578682,155.9437304600651,156.62791442871094,121411000
2014-03-25,157.42187893600888,157.9033492710238,156.4927453301386,157.37120056152344,103852000
2014-03-26,157.98775610873022,158.24116078513268,156.19705206922816,156.23928833007812,119843000
2014-03-27,156.05345930913845,156.5518136772443,155.33548153978802,155.9098663330078,142383000
2014-03-28,156.35762384220428,157.46414485579317,156.2647091752546,156.67860412597656,101642000
2014-03-31,157.6752621115474,158.20741074819716,156.70389236368496,157.9624481201172,99745000
2014-04-01,158.47766288823064,159.1027260165387,157.95396936018943,159.0098114013672,89193000
2014-04-02,159.21258514684587,159.7531759174373,158.9169441317581,159.54200744628906,78774000
2014-04-03,159.78694399461554,159.8291802630943,158.84091344644978,159.33082580566406,77435000
2014-04-04,160.20088071272107,160.2346620031216,157.19384320766068,157.44723510742188,169381000
2014-04-07,157.06707855011612,157.3289253459488,155.3861860651136,155.7071533203125,140803000
2014-04-08,155.63958532649573,156.60251291559192,155.0736554432172,156.34912109375,112660000
2014-04-09,156.77145835759066,158.0806924025758,156.31532729978377,158.03001403808594,100254000
2014-04-10,158.02159998724193,158.09761754746899,154.51619545303504,154.71047973632812,172959000
2014-04-11,153.8489212031039,154.9301028875006,153.1478402393822,153.3167724609375,167251000
2014-04-14,154.51621847260614,154.88787711846476,153.25766238123416,154.52467346191406,132382000
2014-04-15,154.8456695201962,155.69878576160096,153.3167985003948,155.58897399902344,157093000
2014-04-16,156.66165889811526,157.22758882702473,155.9690201593693,157.21914672851562,105197000
2014-04-17,157.00798743377894,157.87800051290816,156.73768560130733,157.4387664794922,105255000
2014-04-21,157.4810115962436,158.03849949049996,157.28674019868208,157.98780822753906,68329000
2014-04-22,158.14830736202077,159.13657438257144,158.06384769633658,158.70579528808594,85790000
2014-04-23,158.6466598148268,158.7311194725274,158.20742577320013,158.33412170410156,73869000
2014-04-24,159.11120853868044,159.12810562446745,157.89487613601588,158.65509033203125,88170000
2014-04-25,158.13984724569335,158.23276188945206,156.9995323349,157.3542938232422,100380000
2014-04-28,157.99625414787343,158.53684492345016,156.23088880608233,157.8526611328125,135121000
2014-04-29,158.35942837898278,158.83244360883916,158.02156404014207,158.58749389648438,84098000
2014-04-30,158.3256542982515,159.22100643671172,158.10603086819214,159.06051635742188,101508000
2014-05-01,158.9845389591077,159.50823270697552,158.57064406529793,159.07745361328125,93019000
2014-05-02,159.06051842187674,159.76159921020601,158.6128423468362,158.84934997558594,98122000
2014-05-05,158.07229121578678,159.26328464433868,157.63305712869698,159.15347290039062,75883000
2014-05-06,158.79873773100385,158.908549493182,157.73445295848498,157.7682342529297,85454000
2014-05-07,158.30034414118407,158.77335947927372,157.11779290725866,158.6973419189453,106500000
2014-05-08,158.55374868188827,159.68560865201988,158.0215999829109,158.5283966064453,93618000
2014-05-09,158.55375460583204,158.8324856704043,157.81043739710128,158.76492309570312,83679000
2014-05-12,159.4744195957404,160.38666886685172,158.79867796283943,160.31063842773438,86940000
2014-05-13,160.52181671799076,160.84279691324326,160.29376405276437,160.45425415039062,66454000
2014-05-14,160.31060840767196,160.3866388325517,159.46593474689587,159.69400024414062,72367000
2014-05-15,159.37306694829704,159.40686112232638,157.514786926415,158.29188537597656,154956000
2014-05-16,158.384780792124,158.90848731638775,157.71749415612106,158.84091186523438,97458000
2014-05-19,158.53690238003713,159.55050884050488,158.39330931293554,159.42381286621094,63839000
2014-05-20,159.34771257962606,159.36460966503077,158.01313927274748,158.4185791015625,111644000
2014-05-21,158.87472095684737,159.8292066495059,158.84938176931675,159.75318908691406,89093000
2014-05-22,159.79543468772627,160.47117652278507,159.52514568692482,160.14175415039062,61549000
2014-05-23,160.28526313477425,160.8934291785059,160.1416701645455,160.78363037109375,61092800
2014-05-27,161.3833864899718,161.82262050835007,161.29047184932836,161.77194213867188,72010000
2014-05-28,161.7719403476108,162.02534508189655,161.38338470321267,161.6536865234375,66723000
2014-05-29,162.02536882177796,162.51526838748998,161.61147393217755,162.48992919921875,64377000
